"PROJECT_ID","SAMPLE_ID","MATRIX","COLLECT_DATE","LAB_SAMPLE_ID","SAMPLE_TYPE","LOCATION","REC_DATE","RUN_DATE_TIME","ANL_BATCH","PRP_BATCH","EXTRACTION_CODE","EXTRACTED_DATE","ANALYTE","DISSOLVED","CAS_NUMBER","ANALYTE_FLAG","ANALYTICAL_METHOD",RESULT,"RESULTFLAG","TEXT_RESULT",MDL,REPDL,"UNITS",ANALYTICAL_CUT,INITIAL_WT_VOL,FINAL_VOL,PCT_SOLIDS,TDF,AMOUNT_SPIKED,PERCENT_RECOVERED,REC_LIMIT_LOW,REC_LIMIT_HIGH,INITIAL_CONC,SAMPLE_RPD,RPD_LIMIT_LOW,RPD_LIMIT_HIGH,REP_SIG_DIGS,"ALLOWABLE_LIMIT","ANALYSIS_GROUP",METHOD_ORDER,ANALYTE_ORDER,"ANALYST",LOQ,LOD,DL
"","1627155 MS FOR [MXX34483]","1","07/27/2021 11:00","1627156","MS","","08/01/2021 17:27","08/05/2021 09:17","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Antimony",".","7440-36-0","N","EP200.8",1010,"=","",,0.5,"ug/L",1,20,50,,,1000,101,70,130,0.366,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,2,"AKA",1,0.5,0.31
"","1627155 MS FOR [MXX34483]","1","07/27/2021 11:00","1627156","MS","","08/01/2021 17:27","08/05/2021 09:17","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Arsenic",".","7440-38-2","N","EP200.8",1000,"=","",,2.5,"ug/L",1,20,50,,,1000,100,70,130,2.11,,,,3,"(<10)","Metals by ICP/MS (Provisional Cert)",15,3,"AKA",5,2.5,1.5
"","1627155 MS FOR [MXX34483]","1","07/27/2021 11:00","1627156","MS","","08/01/2021 17:27","08/05/2021 09:17","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Barium",".","7440-39-3","N","EP200.8",988,"=","",,1.5,"ug/L",1,20,50,,,1000,98.8,70,130,0,,,,3,"(<2000)","Metals by ICP/MS (Provisional Cert)",15,4,"AKA",3,1.5,0.94
"","1627155 MS FOR [MXX34483]","1","07/27/2021 11:00","1627156","MS","","08/01/2021 17:27","08/05/2021 09:17","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Beryllium",".","7440-41-7","N","EP200.8",97.1,"=","",,0.2,"ug/L",1,20,50,,,100,97.1,70,130,0,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,5,"AKA",0.4,0.2,0.13
"","1627155 MS FOR [MXX34483]","1","07/27/2021 11:00","1627156","MS","","08/01/2021 17:27","08/05/2021 09:17","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Cadmium",".","7440-43-9","N","EP200.8",96.5,"=","",,0.25,"ug/L",1,20,50,,,100,96.5,70,130,0,,,,3,"(<5)","Metals by ICP/MS (Provisional Cert)",15,7,"AKA",0.5,0.25,0.15
"","1627155 MS FOR [MXX34483]","1","07/27/2021 11:00","1627156","MS","","08/01/2021 17:27","08/05/2021 09:17","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Calcium",".","7440-70-2","N","EP200.8",9750,"=","",,250,"ug/L",1,20,50,,,10000,97.5,70,130,0,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,8,"AKA",500,250,150
"","1627155 MS FOR [MXX34483]","1","07/27/2021 11:00","1627156","MS","","08/01/2021 17:27","08/05/2021 09:17","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Chromium",".","7440-47-3","N","EP200.8",386,"=","",,2.5,"ug/L",1,20,50,,,400,96.6,70,130,0,,,,3,"(<100)","Metals by ICP/MS (Provisional Cert)",15,9,"AKA",5,2.5,2.5
"","1627155 MS FOR [MXX34483]","1","07/27/2021 11:00","1627156","MS","","08/01/2021 17:27","08/05/2021 09:17","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Cobalt",".","7440-48-4","N","EP200.8",486,"=","",,2,"ug/L",1,20,50,,,500,97.2,70,130,0,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,10,"AKA",4,2,1.2
"","1627155 MS FOR [MXX34483]","1","07/27/2021 11:00","1627156","MS","","08/01/2021 17:27","08/05/2021 09:17","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Copper",".","7440-50-8","N","EP200.8",996,"=","",,0.5,"ug/L",1,20,50,,,1000,99,70,130,5.83,,,,3,"(<1000)","Metals by ICP/MS (Provisional Cert)",15,11,"AKA",1,0.5,0.31
"","1627155 MS FOR [MXX34483]","1","07/27/2021 11:00","1627156","MS","","08/01/2021 17:27","08/05/2021 09:17","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Iron",".","7439-89-6","N","EP200.8",4920,"=","",,125,"ug/L",1,20,50,,,5000,98.4,70,130,0,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,12,"AKA",250,125,78
"","1627155 MS FOR [MXX34483]","1","07/27/2021 11:00","1627156","MS","","08/01/2021 17:27","08/05/2021 09:17","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Lead",".","7439-92-1","N","EP200.8",988,"=","",,0.1,"ug/L",1,20,50,,,1000,98.8,70,130,0.306,,,,3,"(<15)","Metals by ICP/MS (Provisional Cert)",15,13,"AKA",0.2,0.1,0.07
"","1627155 MS FOR [MXX34483]","1","07/27/2021 11:00","1627156","MS","","08/01/2021 17:27","08/05/2021 09:17","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Magnesium",".","7439-95-4","N","EP200.8",9830,"=","",,25,"ug/L",1,20,50,,,10000,98.3,70,130,0,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,14,"AKA",50,25,15
"","1627155 MS FOR [MXX34483]","1","07/27/2021 11:00","1627156","MS","","08/01/2021 17:27","08/05/2021 09:17","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Manganese",".","7439-96-5","N","EP200.8",487,"=","",,0.5,"ug/L",1,20,50,,,500,97.3,70,130,0,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,15,"AKA",1,0.5,0.35
"","1627155 MS FOR [MXX34483]","1","07/27/2021 11:00","1627156","MS","","08/01/2021 17:27","08/05/2021 09:17","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Molybdenum",".","7439-98-7","N","EP200.8",381,"=","",,1,"ug/L",1,20,50,,,400,95,70,130,1.42,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,16,"AKA",2,1,0.62
"","1627155 MS FOR [MXX34483]","1","07/27/2021 11:00","1627156","MS","","08/01/2021 17:27","08/05/2021 09:17","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Nickel",".","7440-02-0","N","EP200.8",1000,"=","",,1,"ug/L",1,20,50,,,1000,100,70,130,0,,,,3,"(<100)","Metals by ICP/MS (Provisional Cert)",15,17,"AKA",2,1,0.62
"","1627155 MS FOR [MXX34483]","1","07/27/2021 11:00","1627156","MS","","08/01/2021 17:27","08/05/2021 09:17","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Phosphorus",".","7723-14-0","N","EP200.8",505,"=","",,100,"ug/L",1,20,50,,,500,101,70,130,0,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,18,"AKA",200,100,62
"","1627155 MS FOR [MXX34483]","1","07/27/2021 11:00","1627156","MS","","08/01/2021 17:27","08/05/2021 09:17","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Potassium",".","7440-09-7","N","EP200.8",10100,"=","",,250,"ug/L",1,20,50,,,10000,97.8,70,130,274,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,37,"AKA",500,250,150
"","1627155 MS FOR [MXX34483]","1","07/27/2021 11:00","1627156","MS","","08/01/2021 17:27","08/05/2021 09:17","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Selenium",".","7782-49-2","N","EP200.8",979,"=","",,2.5,"ug/L",1,20,50,,,1000,97.9,70,130,0,,,,3,"(<50)","Metals by ICP/MS (Provisional Cert)",15,20,"AKA",5,2.5,1.5
"","1627155 MS FOR [MXX34483]","1","07/27/2021 11:00","1627156","MS","","08/01/2021 17:27","08/05/2021 09:17","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Silicon",".","7440-21-3","N","EP200.8",16100,"=","",,500,"ug/L",1,20,50,,,10000,96.3,70,130,6490,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,21,"AKA",1000,500,310
"","1627155 MS FOR [MXX34483]","1","07/27/2021 11:00","1627156","MS","","08/01/2021 17:27","08/05/2021 09:17","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Silver",".","7440-22-4","N","EP200.8",98.4,"=","",,0.5,"ug/L",1,20,50,,,100,98.4,70,130,0,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,22,"AKA",1,0.5,0.31
"","1627155 MS FOR [MXX34483]","1","07/27/2021 11:00","1627156","MS","","08/01/2021 17:27","08/05/2021 09:17","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Thallium",".","7440-28-0","N","EP200.8",9.84,"=","",,0.5,"ug/L",1,20,50,,,10,98.4,70,130,0,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,25,"AKA",1,0.5,0.31
"","1627155 MS FOR [MXX34483]","1","07/27/2021 11:00","1627156","MS","","08/01/2021 17:27","08/05/2021 09:17","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Tin",".","7440-31-5","N","EP200.8",100,"=","",,0.5,"ug/L",1,20,50,,,100,100,70,130,0,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,29,"AKA",1,0.5,0.31
"","1627155 MS FOR [MXX34483]","1","07/27/2021 11:00","1627156","MS","","08/01/2021 17:27","08/05/2021 09:17","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Titanium",".","7440-32-6","N","EP200.8",99.7,"=","",,12.5,"ug/L",1,20,50,,,100,99.7,70,130,0,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,26,"AKA",25,12.5,7.75
"","1627155 MS FOR [MXX34483]","1","07/27/2021 11:00","1627156","MS","","08/01/2021 17:27","08/05/2021 09:17","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Vanadium",".","7440-62-2","N","EP200.8",189,"=","",,10,"ug/L",1,20,50,,,200,94.7,70,130,0,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,28,"AKA",20,10,6.2
"","1627155 MS FOR [MXX34483]","1","07/27/2021 11:00","1627156","MS","","08/01/2021 17:27","08/05/2021 09:17","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Zinc",".","7440-66-6","N","EP200.8",1010,"=","",,5,"ug/L",1,20,50,,,1000,99.8,70,130,8.24,,,,3,"(<5000)","Metals by ICP/MS (Provisional Cert)",15,32,"AKA",10,5,3.1
"","1627155 MS FOR [MXX34483]","1","07/27/2021 11:00","1627156","MS","","08/01/2021 17:27","08/05/2021 10:54","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Sodium",".","7440-23-5","N","EP200.8",112000,"=","",,1250,"ug/L",5,20,50,,,10000,82.8,70,130,104000,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,23,"AKA",2500,1250,750
"","1627157 MS FOR [MXX34483]","1","07/27/2021 12:00","1627158","MS","","08/01/2021 17:29","08/05/2021 09:22","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Aluminum",".","7429-90-5","N","EP200.8",982,"=","",,10,"ug/L",1,20,50,,,1000,97.1,70,130,11.6,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,1,"AKA",20,10,6.2
"","1627157 MS FOR [MXX34483]","1","07/27/2021 12:00","1627158","MS","","08/01/2021 17:29","08/05/2021 09:22","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Antimony",".","7440-36-0","N","EP200.8",1000,"=","",,0.5,"ug/L",1,20,50,,,1000,100,70,130,2.02,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,2,"AKA",1,0.5,0.31
"","1627157 MS FOR [MXX34483]","1","07/27/2021 12:00","1627158","MS","","08/01/2021 17:29","08/05/2021 09:22","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Arsenic",".","7440-38-2","N","EP200.8",1010,"=","",,2.5,"ug/L",1,20,50,,,1000,101,70,130,2.61,,,,3,"(<10)","Metals by ICP/MS (Provisional Cert)",15,3,"AKA",5,2.5,1.5
"","1627157 MS FOR [MXX34483]","1","07/27/2021 12:00","1627158","MS","","08/01/2021 17:29","08/05/2021 09:22","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Barium",".","7440-39-3","N","EP200.8",993,"=","",,1.5,"ug/L",1,20,50,,,1000,98.4,70,130,8.83,,,,3,"(<2000)","Metals by ICP/MS (Provisional Cert)",15,4,"AKA",3,1.5,0.94
"","1627157 MS FOR [MXX34483]","1","07/27/2021 12:00","1627158","MS","","08/01/2021 17:29","08/05/2021 09:22","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Beryllium",".","7440-41-7","N","EP200.8",98.3,"=","",,0.2,"ug/L",1,20,50,,,100,98.1,70,130,0.216,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,5,"AKA",0.4,0.2,0.13
"","1627157 MS FOR [MXX34483]","1","07/27/2021 12:00","1627158","MS","","08/01/2021 17:29","08/05/2021 09:22","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Cadmium",".","7440-43-9","N","EP200.8",98.3,"=","",,0.25,"ug/L",1,20,50,,,100,98.1,70,130,0.188,,,,3,"(<5)","Metals by ICP/MS (Provisional Cert)",15,7,"AKA",0.5,0.25,0.15
"","1627157 MS FOR [MXX34483]","1","07/27/2021 12:00","1627158","MS","","08/01/2021 17:29","08/05/2021 09:22","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Chromium",".","7440-47-3","N","EP200.8",392,"=","",,2.5,"ug/L",1,20,50,,,400,98.1,70,130,0,,,,3,"(<100)","Metals by ICP/MS (Provisional Cert)",15,9,"AKA",5,2.5,2.5
"","1627157 MS FOR [MXX34483]","1","07/27/2021 12:00","1627158","MS","","08/01/2021 17:29","08/05/2021 09:22","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Cobalt",".","7440-48-4","N","EP200.8",488,"=","",,2,"ug/L",1,20,50,,,500,97.6,70,130,0,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,10,"AKA",4,2,1.2
"","1627157 MS FOR [MXX34483]","1","07/27/2021 12:00","1627158","MS","","08/01/2021 17:29","08/05/2021 09:22","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Copper",".","7440-50-8","N","EP200.8",1070,"=","",,0.5,"ug/L",1,20,50,,,1000,100,70,130,72.8,,,,3,"(<1000)","Metals by ICP/MS (Provisional Cert)",15,11,"AKA",1,0.5,0.31
"","1627157 MS FOR [MXX34483]","1","07/27/2021 12:00","1627158","MS","","08/01/2021 17:29","08/05/2021 09:22","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Iron",".","7439-89-6","N","EP200.8",4970,"=","",,125,"ug/L",1,20,50,,,5000,99.4,70,130,0,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,12,"AKA",250,125,78
"","1627157 MS FOR [MXX34483]","1","07/27/2021 12:00","1627158","MS","","08/01/2021 17:29","08/05/2021 09:22","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Lead",".","7439-92-1","N","EP200.8",1010,"=","",,0.1,"ug/L",1,20,50,,,1000,101,70,130,2.01,,,,3,"(<15)","Metals by ICP/MS (Provisional Cert)",15,13,"AKA",0.2,0.1,0.07
"","1627157 MS FOR [MXX34483]","1","07/27/2021 12:00","1627158","MS","","08/01/2021 17:29","08/05/2021 09:22","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Magnesium",".","7439-95-4","N","EP200.8",14100,"=","",,25,"ug/L",1,20,50,,,10000,97.4,70,130,4390,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,14,"AKA",50,25,15
"","1627157 MS FOR [MXX34483]","1","07/27/2021 12:00","1627158","MS","","08/01/2021 17:29","08/05/2021 09:22","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Manganese",".","7439-96-5","N","EP200.8",490,"=","",,0.5,"ug/L",1,20,50,,,500,97.7,70,130,1.63,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,15,"AKA",1,0.5,0.35
"","1627157 MS FOR [MXX34483]","1","07/27/2021 12:00","1627158","MS","","08/01/2021 17:29","08/05/2021 09:22","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Molybdenum",".","7439-98-7","N","EP200.8",383,"=","",,1,"ug/L",1,20,50,,,400,95.5,70,130,1.09,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,16,"AKA",2,1,0.62
"","1627157 MS FOR [MXX34483]","1","07/27/2021 12:00","1627158","MS","","08/01/2021 17:29","08/05/2021 09:22","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Nickel",".","7440-02-0","N","EP200.8",998,"=","",,1,"ug/L",1,20,50,,,1000,99.4,70,130,3.83,,,,3,"(<100)","Metals by ICP/MS (Provisional Cert)",15,17,"AKA",2,1,0.62
"","1627157 MS FOR [MXX34483]","1","07/27/2021 12:00","1627158","MS","","08/01/2021 17:29","08/05/2021 09:22","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Phosphorus",".","7723-14-0","N","EP200.8",503,"=","",,100,"ug/L",1,20,50,,,500,101,70,130,0,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,18,"AKA",200,100,62
"","1627157 MS FOR [MXX34483]","1","07/27/2021 12:00","1627158","MS","","08/01/2021 17:29","08/05/2021 09:22","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Potassium",".","7440-09-7","N","EP200.8",10400,"=","",,250,"ug/L",1,20,50,,,10000,98.1,70,130,543,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,37,"AKA",500,250,150
"","1627157 MS FOR [MXX34483]","1","07/27/2021 12:00","1627158","MS","","08/01/2021 17:29","08/05/2021 09:22","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Selenium",".","7782-49-2","N","EP200.8",997,"=","",,2.5,"ug/L",1,20,50,,,1000,99.5,70,130,2.14,,,,3,"(<50)","Metals by ICP/MS (Provisional Cert)",15,20,"AKA",5,2.5,1.5
"","1627157 MS FOR [MXX34483]","1","07/27/2021 12:00","1627158","MS","","08/01/2021 17:29","08/05/2021 09:22","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Silicon",".","7440-21-3","N","EP200.8",14900,"=","",,500,"ug/L",1,20,50,,,10000,96.8,70,130,5260,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,21,"AKA",1000,500,310
"","1627157 MS FOR [MXX34483]","1","07/27/2021 12:00","1627158","MS","","08/01/2021 17:29","08/05/2021 09:22","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Silver",".","7440-22-4","N","EP200.8",99.4,"=","",,0.5,"ug/L",1,20,50,,,100,99.4,70,130,0,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,22,"AKA",1,0.5,0.31
"","1627157 MS FOR [MXX34483]","1","07/27/2021 12:00","1627158","MS","","08/01/2021 17:29","08/05/2021 09:22","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Sodium",".","7440-23-5","N","EP200.8",16500,"=","",,250,"ug/L",1,20,50,,,10000,95.5,70,130,6960,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,23,"AKA",500,250,150
"","1627157 MS FOR [MXX34483]","1","07/27/2021 12:00","1627158","MS","","08/01/2021 17:29","08/05/2021 09:22","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Thallium",".","7440-28-0","N","EP200.8",10.1,"=","",,0.5,"ug/L",1,20,50,,,10,101,70,130,0,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,25,"AKA",1,0.5,0.31
"","1627157 MS FOR [MXX34483]","1","07/27/2021 12:00","1627158","MS","","08/01/2021 17:29","08/05/2021 09:22","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Tin",".","7440-31-5","N","EP200.8",101,"=","",,0.5,"ug/L",1,20,50,,,100,101,70,130,0,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,29,"AKA",1,0.5,0.31
"","1627157 MS FOR [MXX34483]","1","07/27/2021 12:00","1627158","MS","","08/01/2021 17:29","08/05/2021 09:22","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Titanium",".","7440-32-6","N","EP200.8",101,"=","",,12.5,"ug/L",1,20,50,,,100,101,70,130,0,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,26,"AKA",25,12.5,7.75
"","1627157 MS FOR [MXX34483]","1","07/27/2021 12:00","1627158","MS","","08/01/2021 17:29","08/05/2021 09:22","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Vanadium",".","7440-62-2","N","EP200.8",191,"=","",,10,"ug/L",1,20,50,,,200,95.6,70,130,0,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,28,"AKA",20,10,6.2
"","1627157 MS FOR [MXX34483]","1","07/27/2021 12:00","1627158","MS","","08/01/2021 17:29","08/05/2021 09:22","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Zinc",".","7440-66-6","N","EP200.8",1020,"=","",,5,"ug/L",1,20,50,,,1000,98.2,70,130,40.6,,,,3,"(<5000)","Metals by ICP/MS (Provisional Cert)",15,32,"AKA",10,5,3.1
"","1627157 MS FOR [MXX34483]","1","07/27/2021 12:00","1627158","MS","","08/01/2021 17:29","08/05/2021 11:00","MMS11228","MXX34483","E200.2","08/01/2021 14:32","Calcium",".","7440-70-2","N","EP200.8",51800,"=","",,1250,"ug/L",5,20,50,,,10000,92.3,70,130,42500,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,8,"AKA",2500,1250,750
"","CB for HBN 1823365 (WFI/2945)","1","","1627303","CB","","08/02/2021 15:20","08/02/2021 12:49","WFI2945","","","","",".","Nitrate","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,9,"EBH",0.1,0.05,0.025
