OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000065,KBX_m_07.0,River/Stream Perennial,Upstream of Cunningham Park,19020302,,,,,60.5390000000,-151.1760000000,,,,Interpolation-Satellite,NAD83,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000066,KBX_m_01.5,River/Stream Perennial,Offshore of Kenai Dock,19020302,,,,,60.5440000000,-151.2260000000,,,,Interpolation-Satellite,NAD83,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000068,KBX_m_03.8,River/Stream Perennial,River Mile 3.8,19020302,,,,,60.5216200000,-151.2426400000,,,,Interpolation-Satellite,NAD83,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000069,KBX_m_08.2,River/Stream Perennial,River Mile 8.2,19020302,,,,,60.5183300000,-151.1649500000,,,,Interpolation-Satellite,NAD83,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000071,KBX_m_10.0,River/Stream Perennial,Below Beaver Creek,19020302,,,,,60.5334400000,-151.1475000000,,,,Interpolation-Satellite,NAD83,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000110,TL_Coal_Creek_Lower,River/Stream,Near Bridge off of Driveway from Fox Farmers Rd,19020301,,,,,60.3547320000,-151.2683160000,,,,Interpolation-Satellite,NAD83,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000112,TL_Beaver_Creek_Gage,River/Stream,At gaging station off of Beaver Loop Rd,19020302,,,,,60.5610330000,-151.1234330000,,,,GPS-Unspecified,NAD27,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000113,TL_Walmart_Creek,River/Stream,Upstream of parking lot off of Bridge Access Rd,19020302,,,,,60.5515220000,-151.2279430000,,,,Interpolation-Satellite,NAD83,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000114,TL_Elva_Creek,River/Stream,Tributary to Kenai River near Elva Rd,19020302,,,,,60.5298260000,-150.7716350000,,,,Interpolation-Satellite,NAD83,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000115,TL_Moose_River,River/Stream,Near Otter Trail,19020302,,,,,60.5569500000,-151.7347170000,,,,GPS-Unspecified,NAD27,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000116,TL_Moose_Creek_Kenai,River/Stream,Downstream of culvert on Seward Hwy,19020302,,,,,60.5121400000,-149.4674280000,,,,Interpolation-Satellite,NAD83,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000117,TL_Funny_River,River/Stream,Under bridge just after River Dr,19020302,,,,,60.4897170000,-150.8602170000,,,,GPS-Unspecified,NAD27,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000118,TL_No_Name_Creek,River/Stream,Downstream of culvert on Cohoe Ave,19020302,,,,,60.5585200000,-151.2655080000,,,,Interpolation-Satellite,NAD83,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000119,TL_Primrose_Creek,River/Stream,Near campground parking,19020302,,,,,60.3409960000,-149.3700730000,,,,Interpolation-Satellite,NAD83,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000121,KBX_m_0.8,River/Stream Perennial,Most downstream dock in Kenai Harbor,19020302,,,,,60.5500000000,-151.2390000000,,,,Interpolation-Satellite,NAD83,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000122,KBX_m_01.0,River/Stream,Salamatof Dock,19020302,,,,,60.5480000000,-151.2380000000,,,,Interpolation-Satellite,NAD83,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000123,KBX_m_01.4,River/Stream Perennial,Downstream of Kenai City Dock,19020302,,,,,60.5450000000,-151.2270000000,,,,Interpolation-Satellite,NAD83,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000124,KBX_m_03.0,River/Stream Perennial,Kenai Landing,19020302,,,,,60.5350000000,-151.2520000000,,,,Interpolation-Satellite,NAD83,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000126,KBX_m_07.8,River/Stream Perennial,Above the Pasture,19020302,,,,,60.5183300000,-151.1649500000,,,,Interpolation-Satellite,NAD83,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000128,KBX_m_10.2,River/Stream Perennial,Above Beaver Creek,19020302,,,,,60.5390000000,-151.1420000000,,,,Interpolation-Satellite,NAD83,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000129,KBX_m_11.1,River/Stream Perennial,Below Eagle Rock,19020302,,,,,60.5470000000,-151.1190000000,,,,Interpolation-Satellite,NAD83,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000130,KBX_m_11.6,River/Stream Perennial,Above Eagle Rock,19020302,,,,,60.5440000000,-151.1120000000,,,,Interpolation-Satellite,NAD83,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000131,KBX_m_05.0,River/Stream Perennial,Warren Ames Bridge,19020302,,,,,60.5270000000,-151.2090000000,,,,Interpolation-Satellite,NAD83,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000133,TL_Quartz_Creek_Upper,River/Stream,"6.4 Miles north of the ""Y"" on the Seward Hwy",19020302,,,,,60.6078410000,-149.5361030000,,,,Interpolation-Satellite,NAD83,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000134,TL_Devils_Creek,River/Stream,Near Devil's Creek campground,19020302,,,,,60.5577620000,-149.5361030000,,,,Interpolation-Satellite,NAD83,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000136,TL_Scout_Creek,River/Stream,Near culvert on Scout Lake Rd,19020302,,,,,60.5181520000,-150.7946320000,,,,Interpolation-Satellite,NAD83,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000137,TL_Snow_River_Tributary,River/Stream,Near Snow River Hostel,19020302,,,,,60.3106980000,-149.3596250000,,,,Interpolation-Satellite,NAD83,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000138,TL_Soldotna_Creek_Upper,River/Stream,Upstream of Mackey Lake Road,19020302,,,,,60.4979770000,-151.0216330000,,,,Interpolation-Satellite,NAD83,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000139,TL_Coal_Creek_Upper,River/Stream,Downstream of Bridge,19020301,,,,,60.3502600000,-151.2094300000,,,,Interpolation-Satellite,NAD83,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000140,TL_Crooked_Creek_Upper,River/Stream,Near Johnson Lake Rd,19020301,,,,,60.2824900000,-151.2716000000,,,,Interpolation-Satellite,NAD83,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000141,TL_Bishop_Creek_Lower,River/Stream,Near Silvertip,19020302,,,,,60.7680500000,-151.1031670000,,,,GPS-Unspecified,NAD27,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000144,TL_Slikok_Creek,River/Stream,Above Arc Loop,19020302,,,,,60.4823700000,-151.1330200000,,,,Interpolation-Satellite,NAD83,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000145,TL_Bishop_Creek_Upper,River/Stream,Driveway off of Taurianen Trail,19020302,,,,,60.7184700000,-151.1281700000,,,,Interpolation-Satellite,NAD83,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000146,TL_Beaver_Creek_Mouth,River/Stream,Near Dock at 1325 Angler Drive,19020302,,,,,60.5405890000,-151.1468020000,,,,Interpolation-Satellite,NAD83,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000172,TL_Moose_River_East_Fork,River/Stream,Upstream of Sterling Highway,19020302,,,,,60.5305030000,-150.4622440000,,,,Interpolation-Satellite,NAD27,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000173,TL_Hidden_Creek,River/Stream,Near mouth of Kenai and trail,19020302,,,,,60.4388170000,-150.2083330000,,,,Interpolation-Satellite,NAD83,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000174,TL_Jean_Creek,River/Stream,Downstream of Skilak Loop Road,19020302,,,,,60.4827280000,-150.1171360000,,,,Interpolation-Satellite,NAD83,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000175,TL_Crooked_Creek_Lower,River/Stream,Near Johnson Lake Rd,19020301,,,,,60.3163830000,-151.2838830000,,,,GPS-Unspecified,NAD27,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000178,TL_Swanson_River,River/Stream,Unnamed Road near Spur Highway,19020302,,,,,60.7922170000,-151.0119830000,,,,GPS-Unspecified,NAD27,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000179,TL_Soldotna_Creek_Lower,River/Stream,Gage site upstream of East Redoubt,19020302,,,,,60.4887330000,-151.0443830000,,,,GPS-Unspecified,NAD27,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000180,TL_Slikok_Creek_Lower,River/Stream,Gage site,19020302,,,,,60.4828830000,-151.1308000000,,,,GPS-Unspecified,NAD27,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000338,TL_Anchor_River,River/Stream,immediately downstream of weir,19020301,,,,,59.7732333300,-151.8338999000,,,,GPS-Unspecified,NAD27,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000343,TL_Chenik_Creek,River/Stream,incorporated into stream gage set up,19020602,,,,,59.2094499900,-154.1898833000,,,,GPS-Unspecified,NAD27,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000346,TL_Chuitna_River,River/Stream,1/4 mile upstream of Beluga Highway bridge,19020601,,,,,61.1014833300,-151.1904833000,,,,GPS-Unspecified,NAD27,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000350,TL_Deep_Creek,River/Stream,1/4 mile upstream from highway bridge,19020301,,,,,60.0327166600,-151.6706000000,,,,GPS-Unspecified,NAD27,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000352,TL_English_Bay_River,River/Stream,20 feet upstream of weir,19020301,,,,,59.3431833300,-151.9122999000,,,,GPS-Unspecified,NAD27,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000354,TL_Fox_Creek,River/Stream,public access trail above private land at mouth,19020301,,,,,59.7992166600,-151.0560000000,,,,GPS-Unspecified,NAD27,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000360,TL_McNeil_River,River/Stream,incorporated into stream gage set up above Falls,19020602,,,,,59.1168833300,-154.2793000000,,,,GPS-Unspecified,NAD27,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000367,TL_Nikolai_Creek,River/Stream,"boat to mouth, 75 feet downstream of weir",19020301,,,,,60.1948999900,-151.0089000000,,,,GPS-Unspecified,NAD27,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000368,TL_Ninilchik_River,River/Stream,immediately downstream of highway bridge,19020301,,,,,60.0490666600,-151.6560666000,,,,GPS-Unspecified,NAD27,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000369,TL_Quartz_Creek_Lower,River/Stream,1.5 miles upstream along highway corridor,19020302,,,,,60.4934500000,-149.7004166000,,,,GPS-Unspecified,NAD27,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000371,TL_Resurrection_Creek,River/Stream,1/4 mile upstream from highway bridge,19020302,,,,,60.9179333300,-149.6431499000,,,,GPS-Unspecified,NAD27,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000372,TL_Seldovia_River,River/Stream,3/4 mile upstream of mouth,19020301,,,,,59.3890499900,-151.6797500000,,,,GPS-Unspecified,NAD27,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000373,TL_Shantatalik_Creek,River/Stream,"boat to mouth, 75 feet upstream of weir",19020301,,,,,60.2913166600,-150.9850999000,,,,GPS-Unspecified,NAD27,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000375,TL_Silver_Salmon_Creek,River/Stream,1/2 mile upstream from Ranger station,19020602,,,,,59.9819999900,-152.6731499000,,,,GPS-Unspecified,NAD27,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000378,TL_Stariski_Creek,River/Stream,1/4 mile upstream from highway bridge,19020301,,,,,59.8506333300,-151.7871833000,,,,GPS-Unspecified,NAD27,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000414,TL_Fox_Creek_2,River/Stream,public access trail above private land at mouth,19020301,,,,,59.7992166600,-151.0560000000,,,,GPS-Unspecified,NAD27,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000415,TL_Nikolai_Creek_2,River/Stream,"boat to mouth, 75 feet downstream of weir",19020301,,,,,60.1948999900,-151.0089000000,,,,GPS-Unspecified,NAD27,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000416,TL_Ninilchik_River_2,River/Stream,immediately downstream of highway bridge,19020301,,,,,60.0490666600,-151.6560666000,,,,GPS-Unspecified,NAD27,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000417,TL_Shantatalik_Creek_2,River/Stream,"boat to mouth, 75 feet upstream of weir",19020301,,,,,60.2913166600,-150.9850999000,,,,GPS-Unspecified,NAD27,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000418,TL_Stariski_Creek_2,River/Stream,1/4 mile upstream from highway bridge,19020301,,,,,59.8506333300,-151.7871833000,,,,GPS-Unspecified,NAD27,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000419,TL_Anchor_River_2,River/Stream,immediately downstream of weir,19020301,,,,,59.7732333300,-151.8338999000,,,,GPS-Unspecified,NAD27,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000424,KBL_t_79.5,River/Stream,Juneau_Creek,19020302,,,,,60.4890000000,-149.8770000000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,122,,,,,,,,,STORET
KENAI_WQX,Kenai Watershed Forum,KENAI_WQX-10000425,KBL_m_82.0,River/Stream,Kenai_Lake_Bridge,19020302,,,,,60.4920000000,-149.8108700000,,,,Interpolation-Satellite,NAD83,,,,,,,US,02,122,,,,,,,,,STORET
